UCAV,GRMA,RHON,GR_RAB,BPHI,TNPH,RES_BD,P16B,A40B,VSH,VCO
9.192032,61.33998,1.817998,76.28987,53.8547,55.316,1.818298,1.415981,1.442767,,
9.183748,59.38316,1.807509,74.8347,53.5918,54.4039,1.521678,1.411913,1.443885,,
9.117144,59.11185,1.820078,75.94547,52.4388,52.9775,1.466032,1.402331,1.440418,,
9.125,58.99889,1.821998,78.20013,53.0091,54.0265,1.580359,1.394403,1.435296,,
9.112501,59.67468,1.820845,78.35881,53.3057,54.4859,1.646285,1.379253,1.436669,,
9.13708,60.34889,1.818662,76.90861,54.3261,56.1758,1.602722,1.364311,1.439649,,
9.12682,59.90483,1.813339,73.8625,50.6901,49.8512,1.545623,1.359054,1.43862,,
9.120001,58.98981,1.808978,74.38445,52.3985,52.4531,1.377718,1.389482,1.448846,,
9.218956,59.39128,1.805625,77.73785,53.1826,53.6272,1.540472,1.405015,1.446567,,
9.206809,59.28642,1.783704,77.45409,57.6008,60.5008,1.413751,1.397895,1.456413,,
9.338761,60.16003,1.778843,76.31542,54.0135,53.8937,1.518883,1.383497,1.476032,,
9.418239,60.65008,1.783517,77.08087,54.4786,54.8847,1.377243,1.43171,1.472688,,
9.4445,60.21795,1.78805,78.25894,57.5291,60.5834,1.515979,1.459755,1.477818,,
9.44458,61.28588,1.787128,77.84163,54.6006,55.2528,1.543559,1.445324,1.473145,,
9.391877,59.85376,1.781671,77.57627,50.0087,47.6219,1.467179,1.43877,1.483034,,
9.524105,60.63348,1.788828,79.22534,52.0328,51.0459,1.489041,1.440186,1.470603,,
9.419588,58.53301,1.793157,77.38371,53.8677,54.2585,1.429192,1.443243,1.478009,,
9.746224,60.22887,1.777063,74.31261,55.8032,56.9022,1.951412,1.441173,1.484844,,
9.492527,58.53416,1.761608,74.41489,54.0215,53.1818,1.259664,1.401101,1.513933,,
9.638394,58.53257,1.74753,74.69298,56.7031,57.1308,1.405601,1.397137,1.497708,,
9.59751,57.54276,1.731838,76.90671,53.7602,51.5429,1.702014,1.352398,1.49459,,
9.642097,57.60542,1.7156,79.58652,56.3032,55.0112,1.439077,1.349287,1.48743,,
9.715234,55.67684,1.728608,79.92621,61.8524,65.8585,1.725064,1.250607,1.477006,,
9.877434,52.7389,1.713348,81.05724,57.2148,56.457,1.309448,1.201705,1.492051,,
9.85,53.07337,1.69907,81.30073,46.1181,39.3526,0.9694597,1.321805,1.455772,,
9.853165,54.73155,1.697342,78.29639,56.1376,53.95,0.995951,1.233516,1.476356,,
9.824933,51.72758,1.695456,77.14082,60.7218,61.8676,1.777649,1.320555,1.448609,,
9.866775,50.59937,1.663842,79.91756,59.2912,57.7458,1.524364,1.271594,1.466968,,
9.584784,50.00153,1.676278,82.30013,59.3933,58.5109,0.966965,1.339453,1.446485,,
9.570834,51.4341,1.689206,80.82857,58.916,58.2885,1.414578,1.244014,1.467636,,
9.203533,49.0909,1.706597,79.51824,52.8182,49.1094,1.287416,1.242568,1.467856,,
9.42686,46.57952,1.728195,82.39977,55.2595,53.8194,1.402798,1.23063,1.470364,,
9.484367,49.21504,1.733866,82.69171,54.9405,53.5332,1.315698,1.234425,1.467389,,
9.368185,52.75472,1.746438,78.3353,54.3419,53.0767,0.9945523,1.338036,1.44936,,
9.323076,56.63134,1.76906,76.52403,57.3538,59.3188,0.827713,1.336686,1.455462,,
9.392501,56.9132,1.768236,77.6152,56.7127,58.1142,1.826523,1.410221,1.448736,,
9.401258,56.3008,1.776245,78.24402,52.5622,51.3991,1.921393,1.40076,1.464983,,
9.453517,56.63512,1.763329,80.44705,56.776,57.9961,1.61379,1.372795,1.477882,,
9.636494,55.03003,1.760687,82.91982,55.6197,55.8408,1.498604,1.368051,1.485263,,
9.528395,55.75156,1.760901,80.89825,52.171,50.1768,1.72513,1.318725,1.511283,,
9.59,55.91848,1.755176,77.64126,54.7483,54.118,1.528623,1.342277,1.50468,,
9.390633,58.44788,1.755081,75.76789,55.8674,56.0174,1.456118,1.318874,1.514916,,
9.473245,57.27812,1.746503,73.17281,56.2105,56.2252,1.172883,1.3553,1.485326,,
9.415006,55.79874,1.747019,71.66966,53.5576,51.8281,0.6742248,1.281182,1.486342,,
9.409688,54.75753,1.762116,73.62646,54.8723,54.6259,1.495161,1.204858,1.506465,,
9.415416,56.04539,1.760158,75.92976,52.6194,50.8546,1.790364,1.183173,1.530457,,
9.375532,56.72221,1.755301,76.09906,57.3873,58.7157,1.682602,1.30928,1.479058,,
9.263992,55.65594,1.748365,76.61358,56.3062,56.4748,0.5854331,1.360385,1.467529,,
9.219748,55.65475,1.728333,81.39075,54.1843,52.077,1.426678,1.330813,1.48073,,
9.204798,55.04987,1.725483,85.79469,58.4037,59.115,1.482467,1.326404,1.475339,,
9.254878,57.19277,1.72221,81.64538,63.9396,69.8344,1.811553,1.342104,1.481912,,
9.291718,58.13818,1.715255,78.13483,55.5966,53.8243,1.7285,1.349743,1.474803,,
9.285373,59.78036,1.727187,82.05891,59.9797,62.115,0.9357061,1.403688,1.470039,,
9.17182,59.59537,1.754334,84.65895,52.8376,50.9707,1.200761,1.405279,1.473608,,
9.26708,58.49542,1.754453,83.02445,54.746,54.0832,1.096645,1.418447,1.462612,,
9.478579,59.60412,1.748626,81.78918,54.6035,53.5988,1.439998,1.413007,1.475581,,
9.323766,59.18859,1.725549,81.00946,58.53,59.3464,1.346818,1.395362,1.472284,,
9.377493,57.70698,1.693362,79.52685,55.93,53.4431,1.597398,1.367127,1.455764,,
9.361149,56.08675,1.645447,78.53809,62.1426,61.9153,1.480175,1.227205,1.453941,,
9.423742,54.58017,1.610751,77.22801,50.6803,42.8336,1.137535,1.242341,1.434101,,
9.386691,53.25446,1.574207,75.4962,63.9439,61.5091,1.27713,1.203988,1.449077,,
9.49564,51.90082,1.555674,75.98934,60.9381,55.5519,0.9324653,1.272973,1.437382,,
9.60793,51.80878,1.557632,79.75101,60.4171,54.8101,1.584601,1.264148,1.457025,,
9.655005,55.09841,1.562108,82.866,60.8051,55.6242,1.118384,1.313745,1.440586,,
9.72438,56.7187,1.547305,84.64707,62.3808,57.514,2.751954,1.31501,1.427474,,
9.818954,60.62368,1.576855,84.75616,63.2367,60.3931,0.9802159,1.339102,1.419089,,
10.56475,60.04792,1.587817,83.06375,63.6996,61.7711,1.347274,1.266643,1.39772,,
,58.83756,1.613065,85.10432,60.7607,57.8783,1.838258,1.199812,1.405492,,
10.70739,54.95539,1.663112,86.58186,55.3958,51.3644,1.580023,1.217728,1.390962,,
10.42139,55.30288,1.648743,86.35671,56.8676,53.0783,1.447593,1.270703,1.411476,,
,55.2098,1.642365,91.17287,55.2662,50.3508,1.34016,1.353063,1.422224,,
9.536798,55.135,1.660999,95.14964,60.0412,58.9153,0.7230782,1.334763,1.493539,,
9.752261,53.81529,1.685459,91.82148,55.9771,53.1883,0.8421709,1.307526,1.504763,,
9.468533,50.48337,1.648309,83.6873,56.4221,52.3603,1.420868,1.340432,1.497594,,
9.673281,50.438,1.645915,79.45889,57.056,53.2585,1.865644,1.300246,1.48546,,
9.397532,48.75023,1.640738,81.89957,64.2151,65.5894,1.555838,1.224278,1.502041,,
9.710691,50.88246,1.652186,84.39088,60.0441,58.4981,1.340885,1.161264,1.481565,,
9.882825,50.32097,1.654744,82.0388,60.8707,60.08,1.672628,1.061492,1.553279,,
10.21368,52.7765,1.64628,77.89045,61.3664,60.5467,1.690473,1.224711,1.475462,,
9.955548,51.03836,1.61789,77.77615,60.3661,57.4356,1.520351,1.354198,1.467389,,
9.135984,52.20319,1.613899,79.31171,62.3297,60.6458,1.286171,1.295015,1.498402,,
9.679052,50.79869,1.599734,79.85605,62.9634,61.061,1.249866,1.240255,1.515331,,
9.672882,52.61964,1.591879,79.57462,64.7851,63.978,1.922297,1.250205,1.510155,,
9.495652,51.86683,1.583067,80.06759,62.3396,59.1427,1.035384,1.249298,1.521991,,
9.737511,52.10453,1.571041,81.17267,60.4158,55.3956,0.9588259,1.308207,1.511469,,
9.788715,53.65454,1.5679,79.06714,65.3812,63.7888,1.48787,1.320227,1.488335,,
9.76116,54.01863,1.560085,76.41055,66.5175,65.4901,1.092468,1.218297,1.48114,,
10.52364,52.54838,1.553126,78.47237,68.0593,68.0824,1.605356,1.084111,1.506858,,
10.13749,47.12999,1.544846,81.12427,66.6677,64.9231,1.504895,1.123416,1.501876,,
9.994536,45.49979,1.529072,80.03256,63.5055,58.521,1.69883,1.103046,1.493048,,
9.900174,46.43408,1.549501,79.63097,65.527,63.0702,1.632451,1.194275,1.464269,,
9.87625,51.10183,1.578849,82.24909,63.449,60.8667,1.196798,1.211952,1.473014,,
10.31138,50.7048,1.620384,85.20757,59.9513,56.8541,0.8421597,1.242432,1.484288,,
10.38278,54.21627,1.662016,86.22359,55.0477,50.7853,1.081764,1.287515,1.483489,,
,56.51907,1.677053,85.56804,58.3067,56.6707,2.504896,1.360409,1.481549,,
10.43971,59.74974,1.676529,84.98922,57.1685,54.7443,1.361465,1.334751,1.501075,,
10.13041,55.18155,1.665765,86.54803,57.9161,55.5074,1.532805,1.391679,1.510949,,
9.940857,51.74761,1.64119,88.55041,59.9042,57.7374,1.365048,1.340301,1.554185,,
9.997766,49.72949,1.648675,87.99013,61.537,60.9752,1.504317,1.309775,1.592071,,
10.32426,48.72549,1.641685,85.95753,59.8373,57.6464,1.469631,1.323795,1.583401,,
,48.52555,1.612551,83.60768,58.4175,54.0098,1.470532,1.305609,1.599746,,
10.45339,49.38837,1.596178,81.62175,58.1243,52.8627,1.227115,1.353361,1.575055,,
9.788177,50.5555,1.579224,79.99053,65.1855,64.0388,0.8919652,1.236138,1.576882,,
9.963037,49.55693,1.550513,76.97493,66.4417,64.8134,1.293287,1.179569,1.592207,,
9.93434,47.26825,1.530259,74.61456,65.0577,61.2321,1.067493,1.193998,1.561139,,
9.680455,47.22942,1.51103,76.0218,65.8381,61.6149,1.575232,1.196399,1.546438,,
9.646796,47.1678,1.517352,78.79713,65.1822,60.7948,1.631436,1.221918,1.537255,,
9.75301,47.53648,1.516649,80.18695,68.9743,67.7186,1.103931,1.18422,1.541966,,
9.748496,48.32942,1.53035,81.93547,66.1554,63.191,0.9532182,1.163019,1.605521,,
9.681073,48.53777,1.551592,82.28477,65.1969,62.5828,1.740129,1.209598,1.582281,,
9.920077,50.74997,1.558767,79.18536,64.3976,61.525,1.162963,1.246049,1.565402,,
9.780659,51.03765,1.573164,78.66062,65.2778,63.882,1.457653,1.240993,1.560116,,
9.565646,51.37527,1.582657,81.861,61.9838,58.5155,1.16834,1.204143,1.549381,,
9.717461,50.8972,1.57916,82.91286,62.9632,60.0299,1.273766,1.273871,1.48719,,
9.344588,51.33963,1.56706,81.60568,63.6692,60.6603,0.8042331,1.270538,1.49055,,
9.405646,52.02936,1.557915,82.57867,62.7059,58.5563,1.117826,1.208307,1.496056,,
9.86916,50.96416,1.545728,83.20348,69.4212,70.3832,2.030432,1.282233,1.464685,,
9.363758,51.17272,1.549698,80.52652,66.2172,64.3498,0.8609138,1.228906,1.442178,,
10.5274,53.27256,1.565562,78.95004,54.3401,46.2171,1.728388,1.215235,1.407687,,
,56.18418,1.578318,80.76363,63.2027,60.4069,1.361076,1.202359,1.418839,,
,58.12173,1.608997,84.47104,56.6031,51.0598,2.195713,1.154959,1.424448,,
,59.868,1.578374,85.71161,59.9076,54.9054,1.586301,1.215578,1.410051,,
10.18101,60.23631,1.542597,84.15356,60.7345,54.6566,1.331546,1.201068,1.410994,,
9.843449,56.7436,1.554125,87.29932,69.0837,70.2137,1.063997,1.139579,1.455434,,
9.597199,50.95045,1.584116,94.06632,61.6904,58.0881,1.023611,1.080379,1.521667,,
9.672909,46.70356,1.602403,96.40424,59.5754,55.4265,1.022048,1.159831,1.500886,,
9.603995,46.45287,1.630013,94.23372,56.4367,51.6417,0.8710101,1.356691,1.47649,,
9.898511,48.76324,1.661278,90.00584,58.8384,56.8523,1.582561,1.501606,1.483617,,
9.452036,53.34559,1.686984,85.69968,57.3099,55.4366,1.162991,1.268709,1.577092,,
9.635624,56.31431,1.690258,84.10622,53.2949,49.2126,0.9453912,1.289168,1.584623,,
9.439256,57.45737,1.677368,84.69142,57.7871,55.8074,1.239822,1.471622,1.53205,,
9.477707,53.58981,1.642628,83.42374,60.3497,58.5722,1.409253,1.330976,1.537543,,
9.508748,52.19491,1.616802,80.38852,59.1044,55.2966,0.6009395,1.10901,1.565825,,
9.573117,49.62509,1.602648,79.83303,67.5383,70.0375,1.37183,1.11593,1.556838,,
10.18876,51.6561,1.602814,78.54067,62.503,60.3984,1.029956,1.15845,1.551138,,
10.1224,49.63071,1.605916,75.01472,64.971,65.1022,1.939647,1.173234,1.543786,,
10.13088,50.64505,1.651342,75.41733,64.7527,67.2657,1.562264,1.214584,1.553785,,
9.263023,51.3242,1.680647,79.44366,56.6535,54.0786,1.437964,1.30033,1.544265,,
9.958743,53.39798,1.716643,82.3932,54.3332,51.842,1.448302,1.352556,1.539219,,
10.24809,56.71229,1.739232,82.70535,54.7107,53.38,1.486998,1.368241,1.525142,,
9.941602,56.87513,1.751121,82.33715,54.1121,52.894,1.295927,1.334594,1.530851,,
9.549372,57.96086,1.735914,81.81023,54.6871,53.2031,1.100397,1.318705,1.518273,,
9.406271,58.02113,1.708255,80.31366,55.3649,53.1516,1.196296,1.321216,1.506493,,
9.382813,58.82524,1.684707,81.52981,61.6789,63.1076,1.562642,1.343807,1.486832,,
9.31688,58.09411,1.687885,84.88241,58.4024,57.3317,1.057003,1.341423,1.483318,,
9.388448,55.10532,1.683578,84.44065,60.5705,60.9797,1.362896,1.34397,1.471787,,
9.452304,50.7611,1.702075,81.21447,54.348,51.2833,1.680087,1.316025,1.478755,,
9.568792,50.68216,1.714231,81.36941,55.6903,53.9343,1.29347,1.337408,1.478055,,
9.556987,53.03926,1.738123,83.35943,52.2899,49.4904,1.735153,1.3966,1.466914,,
9.417294,56.326,1.76157,82.13355,55.3469,55.4092,2.326351,1.372419,1.464569,,
9.428795,56.11512,1.785695,80.9084,50.4944,48.5073,1.332196,1.437998,1.463856,,
9.535789,55.93282,1.792646,83.72573,56.1062,58.1699,1.408575,1.443806,1.460935,,
9.420764,58.50808,1.788096,83.88901,51.3066,49.8607,0.9292701,1.405249,1.458834,,
9.587487,61.21766,1.769511,79.59499,52.9349,51.7294,1.56322,1.391096,1.445782,,
9.350215,62.79264,1.722731,79.89703,57.1074,56.6968,0.8976381,1.389225,1.426918,,
9.663211,62.98867,1.701321,81.37621,57.1866,55.8656,1.998598,1.302931,1.394454,,
9.915318,62.50608,1.702921,79.02171,59.3123,59.6548,1.33805,1.259447,1.390674,,
10.5964,62.7028,1.711388,78.40234,51.9533,47.9935,1.543016,1.225907,1.374291,,
10.10031,62.68862,1.712732,81.39139,46.2908,40.044,1.639668,1.230958,1.382267,,
9.931182,64.31574,1.753589,84.25628,52.6011,50.5678,1.82241,1.352329,1.386717,,
9.50563,63.3013,1.760735,84.97675,49.6397,46.3334,1.204214,1.411784,1.403497,,
9.617417,63.15758,1.78225,86.74329,52.8765,52.1487,1.08275,1.390198,1.407915,,
9.206762,62.76054,1.79994,89.98267,53.1419,53.3181,1.193232,1.394384,1.412828,,
9.118444,62.77983,1.82443,91.31956,52.3613,53.0262,1.168675,1.381114,1.408621,,
9.168013,61.27448,1.820146,88.2141,52.5422,53.1532,1.390149,1.339019,1.416837,,
9.282495,60.54199,1.810877,83.32631,51.4152,50.9178,1.053269,1.333959,1.409977,,
9.226873,59.96766,1.792514,81.883,54.9736,56.1406,1.304074,1.339608,1.415684,,
9.201876,60.425,1.786148,81.92194,52.3879,51.5115,1.460133,1.342841,1.412736,,
9.200624,61.05623,1.782978,82.88899,56.3554,58.1648,1.608009,1.339393,1.41564,,
9.394782,61.80735,1.783711,83.66051,55.5248,56.7127,1.438885,1.344867,1.408076,,
9.29881,61.781,1.759249,81.81826,54.834,54.4361,1.786448,1.32213,1.410353,,
9.16814,61.40565,1.764622,81.53495,54.1468,53.5146,1.430277,1.334565,1.409592,,
9.425796,62.40638,1.763983,83.46615,53.8403,52.9809,1.58856,1.346809,1.408388,,
9.267528,63.89448,1.762708,83.25311,56.2562,57.0418,1.783018,1.3437,1.408334,,
9.199229,63.65375,1.78305,81.6851,54.6041,55.0783,1.366924,1.379554,1.404722,,
9.091014,61.3966,1.781182,81.78071,55.386,56.3533,1.667861,1.37951,1.408881,,
9.1754,61.56757,1.779922,82.17229,53.143,52.4902,1.341397,1.371874,1.403795,,
9.173746,62.46053,1.786547,82.74645,52.7045,52.0422,1.837327,1.332362,1.417983,,
9.125003,63.01403,1.788764,83.60875,55.2848,56.519,1.432894,1.358906,1.414376,,
9.171915,60.73871,1.794456,82.73432,49.1257,46.7476,1.487817,1.321763,1.427643,,
9.1175,57.31356,1.79872,81.56225,51.8338,51.1139,1.370972,1.354245,1.416419,,
9.075516,59.80153,1.802546,81.96489,52.4152,52.2161,1.881351,1.359009,1.417504,,
9.0695,60.88861,1.819276,82.48016,55.2325,57.8324,1.416489,1.368204,1.4135,,
9.060001,64.69743,1.82854,81.94616,51.6421,51.9916,1.665146,1.377605,1.411091,,
9.04219,63.34116,1.831439,80.73995,50.9351,50.9445,1.63689,1.368797,1.411772,,
9.034251,61.42124,1.834627,80.40887,50.1161,49.7457,1.180713,1.360051,1.411069,,
8.970252,60.54478,1.82705,80.45281,52.3787,53.1642,1.552269,1.366555,1.407522,,
8.978441,61.34589,1.804344,80.28699,53.097,53.4263,1.659895,1.362311,1.412376,,
8.996673,62.76807,1.784326,80.19696,54.5656,55.0675,1.562489,1.363906,1.419139,,
9.035843,61.70441,1.775466,80.40404,56.3709,57.838,1.580443,1.367459,1.410314,,
9.111882,59.69011,1.759478,82.63537,56.4823,57.2919,1.315964,1.363794,1.411593,,
9.18444,59.59689,1.756197,81.96978,53.9896,52.9023,1.631177,1.38735,1.417029,,
9.110503,59.91833,1.752022,79.17022,56.5173,57.0099,1.572028,1.388196,1.417724,,
9.230832,58.99611,1.754719,81.17154,57.4318,58.767,1.519601,1.402293,1.416656,,
9.383327,58.488,1.755008,82.40167,57.0353,58.0671,1.514738,1.396915,1.411925,,
9.173765,56.09724,1.755875,79.2948,53.3242,51.8081,1.582759,1.396977,1.417305,,
9.113755,56.19046,1.750167,77.9687,53.7926,52.3331,1.568109,1.379233,1.417579,,
9.141246,54.10056,1.749204,79.83978,57.0171,57.7621,1.803277,1.375044,1.428176,,
9.278013,55.26755,1.728267,80.03821,57.5211,57.674,1.985474,1.363754,1.422215,,
9.446466,55.62746,1.724308,78.0285,57.0399,56.6516,1.57236,1.345894,1.422051,,
9.395893,57.9678,1.717639,77.29404,57.5629,57.2533,1.401874,1.317247,1.419921,,
9.504996,58.80348,1.679408,76.82246,54.5721,50.7355,1.637716,1.2628,1.407276,,
9.487349,57.78637,1.639836,74.55988,58.9862,56.127,1.579419,1.118294,1.377833,,
9.723929,56.07585,1.636877,73.40897,63.953,64.865,1.769273,1.099915,1.422266,,
9.533131,54.60529,1.606346,75.83479,66.2003,67.5325,1.276337,1.028743,1.415165,,
9.639994,54.79613,1.612779,80.1922,56.6309,51.2498,1.123045,1.046711,1.41418,,
9.352504,53.93659,1.639266,81.58269,65.639,68.3518,1.756389,1.233191,1.384182,,
9.546866,52.4594,1.670647,80.11369,57.3137,54.7265,1.037128,1.208812,1.391592,,
9.619681,52.38405,1.704338,82.86649,54.46,51.5479,0.9315494,1.35143,1.403123,,
9.546258,54.93356,1.743893,86.77611,54.9801,54.022,0.8406428,1.368482,1.421557,,
9.679358,56.10013,1.733425,86.55038,59.1691,60.9096,0.6109344,1.338823,1.429509,,
9.508935,57.60632,1.734933,85.62061,53.4735,51.2105,1.264773,1.35696,1.425987,,
9.430427,57.21567,1.738564,85.72928,56.112,55.6987,1.940905,1.361396,1.427186,,
9.477067,58.15876,1.751291,84.01056,55.0262,54.4163,1.582613,1.396044,1.42796,,
9.37832,55.34578,1.746001,79.09783,56.0465,55.9186,1.620723,1.369699,1.437644,,
9.290772,54.04542,1.747381,76.26257,53.6845,52.0454,1.812312,1.379646,1.441604,,
9.504828,54.26766,1.754179,77.70734,54.3091,53.344,1.247493,1.36988,1.445666,,
9.442504,55.15801,1.754851,79.14171,54.1334,53.0828,1.624497,1.425098,1.436861,,
9.532497,55.03893,1.749413,77.86346,56.4253,56.7289,1.194427,1.367452,1.449,,
9.374503,54.51539,1.741312,76.90597,55.6575,55.047,1.253455,1.334451,1.449533,,
9.187509,54.7797,1.716281,76.40095,58.7326,59.2604,1.396496,1.321686,1.43754,,
9.262493,53.98149,1.689029,75.582,56.5149,54.2096,1.464432,1.336311,1.418155,,
9.128766,50.70735,1.645894,79.52293,57.3156,53.6694,2.315688,1.275407,1.424594,,
9.424554,51.91355,1.624616,81.05358,60.5674,58.0917,2.175689,1.216886,1.433402,,
9.514717,51.12568,1.615501,76.34792,62.9862,61.9094,1.43202,1.198219,1.442966,,
9.82541,53.74666,1.599144,74.33802,60.3953,56.6215,1.290408,1.194868,1.440152,,
9.78929,51.22289,1.612599,73.90579,60.7465,57.8317,1.729381,1.240963,1.441398,,
9.684724,56.61932,1.610596,74.97837,59.0216,54.8901,1.036524,1.345588,1.422642,,
9.733265,56.82041,1.611578,77.79839,61.2037,58.5631,0.7584926,1.355463,1.408123,,
9.563853,59.00369,1.625376,78.35725,61.7314,60.1555,0.7090964,1.319675,1.407516,,
9.776797,56.56297,1.632308,78.04097,57.9626,54.1265,0.9620709,1.373256,1.368066,,
9.942783,59.04705,1.619484,78.53643,60.6105,57.9237,1.327352,1.299016,1.38292,,
9.94,60.16447,1.641297,78.86607,55.889,51.2532,1.417361,1.310026,1.37688,,
9.887695,58.23565,1.628606,77.72773,58.0461,54.1022,1.654473,1.340778,1.372127,,
10.06832,57.89604,1.629994,78.55684,56.908,52.3668,0.8230414,1.334465,1.373842,,
10.31632,57.51286,1.633988,82.38809,63.1301,63.1451,1.473408,1.281758,1.379416,,
10.08658,60.95171,1.637978,85.06151,58.5237,55.2812,1.618464,1.272607,1.368278,,
10.16333,61.91138,1.642296,84.85232,57.0904,53.1607,1.604264,1.237835,1.357831,,
,63.1493,1.663611,82.23251,58.0415,55.6198,1.084383,1.269058,1.338044,,
10.57412,62.8353,1.748326,80.97077,49.2769,45.385,1.311139,1.305508,1.344163,,
10.29788,61.93675,1.753263,84.4753,44.4915,38.7469,1.795377,1.318831,1.363201,,
9.798046,60.62541,1.769107,88.46745,45.8797,41.308,1.109528,1.361644,1.368316,,
9.539831,60.45399,1.726469,89.99299,50.2111,45.9798,1.206316,1.379733,1.397727,,
9.012502,60.63563,1.747394,94.55521,48.9216,44.8437,1.32826,1.360666,1.40169,,
9.089306,60.87809,1.774023,97.9094,57.863,60.5077,1.121175,1.389462,1.416934,,
9.12979,61.20607,1.781574,92.05897,49.3141,46.5754,2.04874,1.443299,1.414576,,
9.294628,60.58831,1.770667,85.35889,52.9281,51.7636,1.366775,1.388638,1.424214,,
9.16043,59.57296,1.776952,82.85574,52.109,50.6992,0.8966305,1.409264,1.41664,,
9.036735,58.60585,1.781962,81.2297,55.3638,56.3486,1.034236,1.364679,1.429624,,
9.602379,57.8931,1.770144,83.04809,59.1524,62.7737,1.359732,1.377434,1.431167,,
9.612585,58.74702,1.770614,88.34772,53.4871,52.6725,1.394908,1.401765,1.419589,,
9.162513,58.46634,1.77583,87.79864,55.0632,55.5507,1.62033,1.379276,1.430811,,
9.234384,59.78918,1.758853,84.32806,52.3443,50.3661,1.714587,1.347656,1.434175,,
9.28875,58.58002,1.732385,84.63885,57.5394,57.8986,1.804995,1.310211,1.440385,,
9.288818,57.82644,1.713355,80.52097,56.2685,54.8528,0.9396321,1.30825,1.431265,,
10.1386,55.2464,1.686863,75.80227,55.8732,53.0793,1.476021,1.291665,1.435675,,
9.248756,55.21476,1.660626,79.1037,59.5806,58.0933,1.684559,1.339404,1.406564,,
9.600828,54.82089,1.641382,82.77023,,,1.735066,1.295607,1.432905,,
9.76638,54.74931,1.618007,81.44624,,,1.484753,1.349504,1.408491,,
9.342532,55.88993,1.622105,80.86612,,,1.248174,1.30798,1.411477,,
9.382079,57.8149,,81.8829,,,1.14663,1.283353,1.391025,,
9.659602,59.21611,,80.71024,,,1.187477,1.253862,1.380766,,
9.470033,59.31748,,80.35112,,,1.609017,1.253858,,,
9.438832,59.21975,,81.61807,,,1.471812,,,,
9.851037,62.76164,,78.88306,,,1.110035,,,,
10.23951,63.97265,,76.64545,,,1.257011,,,,
10.59038,62.38826,,78.99659,,,1.69981,,,,
10.20922,60.43026,,80.34547,,,1.673219,,,,
9.937302,59.48355,,85.41981,,,1.045349,,,,
10.16499,60.38732,,94.18005,,,0.9691855,,,,
9.396266,59.24035,,94.48614,,,1.17065,,,,
9.39625,59.61319,,88.50675,,,1.275567,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,51.20485,,,,,,,
,,,52.14746,,,,,,,
,,,53.09155,,,,,,,
,,,54.3626,,,,,,,
,,,54.69201,,,,,,,
,,,55.02156,,,,,,,
,,,55.35163,,,,,,,
,,,55.31056,,,,,,,
,,,54.94125,,,,,,,
,,,54.57177,,,,,,,
,30.30967,,54.20173,,,,,,,
,31.18364,,53.40026,,,,,,,
,31.61452,,52.96854,,,,,,,
,32.0456,,52.53664,,,,,,,
,32.47734,,52.10406,,,,,,,
,33.13231,,51.39603,,,,,,,
,33.35638,,51.11982,,,,,,,
,33.581,,50.84293,,,,,,,
,33.80507,,50.56672,,,,,,,
,34.02667,,,,,,,,,
,34.02437,,,,,,,,,
,34.02206,,,,,,,,,
,34.01976,,,,,,,,,
,33.87581,,,,,,,,,
,33.73409,,,,,,,,,
,33.59259,,,,,,,,,
,33.45115,,,,,,,,,
,33.67719,,,,,,,,,
,34.04485,,,,,,,,,
,34.41194,,,,,,,,,
,34.77887,,,,,,,,,
,35.27949,,,,,,,,,
,35.41339,,,,,,,,,
,35.54708,,,,,,,,,
,35.68071,,,,,,,,,
,36.09782,,,,,,,,,
,36.3816,,,,,,,,,
,36.66494,,,,,,,,,
,36.94815,,,,,,,,,
,37.77682,,,,,,,,,
,38.32073,,,,,,,,,
,38.86487,,,,,,,,,
,39.40878,,,,,,,,,
,40.75335,,,,,,,,,
,41.55178,,,,,,,,,
,42.35055,,,,,,,,,
,43.14898,,,,,,,,,
,44.08244,,,,,,,,,
,44.21685,,,,,,,,,
,44.35132,,,,,,,,,
,44.486,,,,,,,,,
,44.58009,,,,,,,,,
,44.54007,,,,,,,,,
,44.50003,,,,,,,,,
,44.45992,,,,,,,,,
,43.97017,,,,,,,,,
,43.52139,,,,,,,,,
