UCAV,GRMA,RHON,GR_RAB,BPHI,TNPH,RES_BD,P16B,A40B,VSH,VCO
,61.12716,,82.22427,,,,,,,
,61.00681,,82.66933,,,,,,,
,61.17411,,82.98954,,,,,,,
,61.46099,,82.8661,,,,,,,
,61.74799,,82.74259,,,,,,,
,62.03544,,82.6189,,,,,,,
,62.30672,,82.18239,,,,,,,
,62.29131,,81.86968,,,,,,,
,62.27586,,81.55621,,,,,,,
,62.26044,,81.24351,,,,,,,
,62.30486,,81.05999,,,,,,,
,62.36472,,81.18915,,,,,,,
,62.4245,,81.31811,,,,,,,
,62.48424,,81.44701,,,,,,,
,62.27946,,81.62299,,,,,,,
,62.01472,,81.67014,,,,,,,
,61.75038,,81.71722,,,,,,,
,61.48616,,81.76428,,,,,,,
,60.82306,,81.37666,,,,,,,
,60.42374,,80.94151,,,,,,,
,60.02504,,80.50705,,,,,,,
,59.62652,,80.07278,,,,,,,
,59.51953,,79.21171,,,,,,,
,59.81146,,78.78443,,,,,,,
,60.10293,,78.35781,,,,,,,
,60.39428,,77.93139,,,,,,,
,61.04224,,77.57224,,,,,,,
,61.39928,,77.63972,,,,,,,
,61.75576,,77.7071,,,,,,,
,62.11209,,77.77445,,,,,,,
,62.9137,,78.0054,,,,,,,
,63.35774,,78.16857,,,,,,,
,63.80198,,78.33181,,,,,,,
,64.24602,,78.49499,,,,,,,
,64.54224,,78.77326,,,,,,,
,64.39449,,78.88801,,,,,,,
,64.24668,,79.00282,,,,,,,
,64.09894,,79.11756,,,,,,,
,63.35315,,79.5767,,,,,,,
,62.7565,,79.92026,,,,,,,
,62.15958,,80.26397,,,,,,,
,61.56174,,80.60822,,,,,,,
,60.70876,,81.07492,,,,,,,
,60.45229,,81.1982,,,,,,,
,60.1957,,81.32153,,,,,,,
,59.93871,,81.44505,,,,,,,
,59.4918,,81.16183,,,,,,,
,59.30146,,80.7562,,,,,,,
,59.11105,,80.3504,,,,,,,
,58.92034,,79.94396,,,,,,,
,58.94125,,79.10213,,,,,,,
,59.15198,,78.66632,,,,,,,
,59.3628,,78.23032,,,,,,,
,59.57396,,77.79364,,,,,,,
,59.94236,,77.16823,,,,,,,
,60.09991,,76.97863,,,,,,,
,60.25755,,76.78895,,,,,,,
,60.41542,,76.59897,,,,,,,
,60.6203,,76.30873,,,,,,,
,60.66764,,76.20813,,,,,,,
,60.71508,,76.10729,,,,,,,
,60.76242,,76.00669,,,,,,,
,61.35658,,75.8737,,,,,,,
,61.90385,,75.84123,,,,,,,
,62.45028,,75.80882,,,,,,,
,62.99646,,75.77642,,,,,,,
,63.79169,,75.91847,,,,,,,
,64.04106,,76.09307,,,,,,,
,64.29005,,76.26741,,,,,,,
,64.53893,,76.44166,,,,,,,
,64.82217,,77.05006,,,,,,,
,64.85659,,77.48469,,,,,,,
,64.89095,,77.91863,,,,,,,
,64.9253,,78.35239,,,,,,,
,64.33936,,79.29605,,,,,,,
,63.71827,,79.80653,,,,,,,
,63.09816,,80.31622,,,,,,,
,62.47832,,80.82568,,,,,,,
,61.68274,,81.89828,,,,,,,
,61.50694,,82.46207,,,,,,,
,61.33142,,83.02498,,,,,,,
,61.15597,,83.58764,,,,,,,
,61.09641,,84.65469,,,,,,,
,61.2121,,85.15761,,,,,,,
,61.32784,,85.66074,,,,,,,
,61.44353,,86.16366,,,,,,,
,61.77105,,86.71638,,,,,,,
,61.98232,,86.76575,,,,,,,
,62.1937,,86.81516,,,,,,,
,62.40498,,86.86453,,,,,,,
,62.36263,,86.56306,,,,,,,
,62.10936,,86.21292,,,,,,,
,61.856,,85.86263,,,,,,,
,61.60223,,85.51178,,,,,,,
,61.61505,,84.04106,,,,,,,
,61.88034,,82.92229,,,,,,,
,62.14576,,81.80302,,,,,,,
,62.41159,,80.68201,,,,,,,
,62.60554,,78.68767,,,,,,,
,62.53456,,77.81265,,,,,,,
,62.46355,,76.93724,,,,,,,
,62.39243,,76.06047,,,,,,,
,62.69117,,75.95892,,,,,,,
,63.06022,,76.73046,,,,,,,
,63.42944,,77.50235,,,,,,,
,63.79924,,78.27544,,,,,,,
,63.93317,,79.91673,,,,,,,
,63.6986,,80.78564,,,,,,,
,63.46347,,81.65665,,,,,,,
,63.2289,,82.52557,,,,,,,
,62.84549,,83.66826,,,,,,,
,62.69675,,83.94206,,,,,,,
,62.54764,,84.21654,,,,,,,
,62.3989,,84.49034,,,,,,,
,62.10501,,84.77804,,,,,,,
,61.9597,,84.79202,,,,,,,
,61.81462,,84.80599,,,,,,,
,61.66961,,84.81995,,,,,,,
,61.3534,,84.476,,,,,,,
,61.18204,,84.11774,,,,,,,
,61.01093,,83.76004,,,,,,,
,60.8399,,83.40249,,,,,,,
,60.91922,,82.85654,,,,,,,
,61.16987,,82.66792,,,,,,,
,61.42012,,82.47961,,,,,,,
,61.67027,,82.29137,,,,,,,
,61.84127,,82.25051,,,,,,,
,61.76196,,82.39812,,,,,,,
,61.68279,,82.54551,,,,,,,
,61.60365,,82.69282,,,,,,,
,61.93167,,82.82378,,,,,,,
,62.33785,,82.80741,,,,,,,
,62.7442,,82.79103,,,,,,,
,63.15038,,82.77467,,,,,,,
,63.97644,,82.70701,,,,,,,
,64.39513,,82.65586,,,,,,,
,64.814,,82.60468,,,,,,,
,65.2327,,82.55354,,,,,,,
,66.07229,,82.61137,,,,,,,
,66.49198,,82.72015,,,,,,,
,66.91187,,82.82899,,,,,,,
,67.33157,,82.93777,,,,,,,
,67.82317,,83.29916,,,,,,,
,67.89458,,83.55116,,,,,,,
,67.96603,,83.80327,,,,,,,
,68.03758,,84.05578,,,,,,,
,67.84933,,84.58154,,,,,,,
,67.59024,,84.85503,,,,,,,
,67.33102,,85.12862,,,,,,,
,67.07141,,85.40266,,,,,,,
,66.76242,,85.19836,,,,,,,
,66.71239,,84.72164,,,,,,,
,66.66234,,84.2447,,,,,,,
,66.61221,,83.76702,,,,,,,
,66.31526,,82.8596,,,,,,,
,66.0687,,82.42925,,,,,,,
,65.82203,,81.9987,,,,,,,
,65.57497,,81.5675,,,,,,,
,65.12064,,81.25964,,,,,,,
,64.91303,,81.38171,,,,,,,
,64.70492,,81.5041,,,,,,,
,64.49731,,81.62617,,,,,,,
,64.27077,,81.59439,,,,,,,
,64.25179,,81.44077,,,,,,,
,64.23276,,81.28677,,,,,,,
,64.21378,,81.13314,,,,,,,
,64.14335,,80.93739,,,,,,,
,64.09184,,80.8952,,,,,,,
,64.04041,,80.85307,,,,,,,
,63.98902,,80.81095,,,,,,,
,63.88837,,80.98098,,,,,,,
,63.83908,,81.19334,,,,,,,
,63.78986,,81.40537,,,,,,,
,63.74066,,81.6173,,,,,,,
,63.40215,,81.76424,,,,,,,
,63.11248,,81.69915,,,,,,,
,62.82327,,81.63416,,,,,,,
,62.53419,,81.5692,,,,,,,
,62.4765,,81.21657,,,,,,,
,62.70828,,80.92853,,,,,,,
,62.9397,,80.64093,,,,,,,
,63.17102,,80.35346,,,,,,,
,63.20444,,80.04537,,,,,,,
,63.00694,,80.02491,,,,,,,
,62.80935,,80.00443,,,,,,,
,62.61185,,79.98397,,,,,,,
,62.37719,,79.9635,,,,,,,
,62.34023,,79.9635,,,,,,,
,62.30325,,79.9635,,,,,,,
,62.26629,,79.9635,,,,,,,
,62.11331,,79.90609,,,,,,,
,61.99757,,79.84881,,,,,,,
,61.88178,,79.79149,,,,,,,
,61.7658,,79.73409,,,,,,,
,62.03785,,80.14976,,,,,,,
,62.42474,,80.62171,,,,,,,
,62.81179,,81.09387,,,,,,,
,63.19946,,81.56676,,,,,,,
,64.03575,,82.50357,,,,,,,
,64.48471,,82.96802,,,,,,,
,64.93388,,83.43267,,,,,,,
,65.38374,,83.89806,,,,,,,
,66.05946,,84.34402,,,,,,,
,66.2862,,84.32595,,,,,,,
,66.51305,,84.30787,,,,,,,
,66.74024,,84.28976,,,,,,,
,67.17356,,83.75633,,,,,,,
,67.37997,,83.24176,,,,,,,
,67.58649,,82.72695,,,,,,,
,67.79331,,82.21135,,,,,,,
,67.91331,,81.1831,,,,,,,
,67.82714,,80.66988,,,,,,,
,67.74075,,80.15543,,,,,,,
,67.65456,,79.64221,,,,,,,
,67.30731,,78.99704,,,,,,,
,67.046,,78.86481,,,,,,,
,66.7851,,78.73277,,,,,,,
,66.52431,,78.60081,,,,,,,
,66.14762,,78.52484,,,,,,,
,66.03157,,78.58089,,,,,,,
,65.91571,,78.63683,,,,,,,
,65.79989,,78.69276,,,,,,,
,65.76172,,79.27567,,,,,,,
,65.83945,,79.80324,,,,,,,
,65.91707,,80.32998,,,,,,,
,65.99464,,80.85649,,,,,,,
,66.12036,,81.90965,,,,,,,
,66.16856,,82.43687,,,,,,,
,66.21669,,82.96326,,,,,,,
,66.26479,,83.48943,,,,,,,
,66.31268,,83.91784,,,,,,,
,66.31246,,83.81977,,,,,,,
,66.31224,,83.72186,,,,,,,
,66.31202,,83.62399,,,,,,,
,66.13702,,83.15587,,,,,,,
,65.96267,,82.78656,,,,,,,
,65.78823,,82.4171,,,,,,,
,65.61388,,82.04779,,,,,,,
,65.71233,,81.85769,,,,,,,
,65.98463,,82.03672,,,,,,,
,66.25704,,82.21582,,,,,,,
,66.52933,,82.39485,,,,,,,
,66.70369,,83.3511,,,,,,,
,66.60575,,84.12655,,,,,,,
,66.50777,,84.90234,,,,,,,
,66.40965,,85.67934,,,,,,,
,66.28417,,86.90769,,,,,,,
,66.25658,,87.36054,,,,,,,
,66.229,,87.81361,,,,,,,
,66.20135,,88.26737,,,,,,,
,65.79539,,88.60776,,,,,,,
,65.41766,,88.49591,,,,,,,
,65.03977,,88.384,,,,,,,
,64.66129,,88.27193,,,,,,,
,64.26198,,87.80016,,,,,,,
,64.24014,,87.44073,,,,,,,
,64.21828,,87.08115,,,,,,,
,64.1964,,86.72102,,,,,,,
,64.04051,,85.45818,,,,,,,
,63.90665,,84.55588,,,,,,,
,63.77273,,83.65318,,,,,,,
,63.6386,,82.74907,,,,,,,
,63.21341,,81.07274,,,,,,,
,62.9224,,80.29934,,,,,,,
,62.63069,,79.52405,,,,,,,
,62.33969,,78.75065,,,,,,,
,61.87762,,78.31068,,,,,,,
,61.70633,,78.64417,,,,,,,
,61.53532,,78.97713,,,,,,,
,61.36437,,79.30996,,,,,,,
,61.10211,,80.32011,,,,,,,
,61.01067,,80.99816,,,,,,,
,60.91938,,81.67515,,,,,,,
,60.82813,,82.35184,,,,,,,
,60.52047,,83.34268,,,,,,,
,60.30382,,83.65717,,,,,,,
,60.0875,,83.97117,,,,,,,
,59.87128,,84.28503,,,,,,,
,59.72528,,84.23471,,,,,,,
,59.79563,,83.87,,,,,,,
,59.86586,,83.50584,,,,,,,
,59.93607,,83.14186,,,,,,,
,59.97133,,81.86902,,,,,,,
,59.93631,,80.95897,,,,,,,
,59.90134,,80.05032,,,,,,,
,59.86638,,79.1421,,,,,,,
,60.10669,,78.22828,,,,,,,
,60.38131,,78.22316,,,,,,,
,60.65605,,78.21804,,,,,,,
,60.93068,,78.21292,,,,,,,
,61.05441,,78.96652,,,,,,,
,60.90367,,79.72356,,,,,,,
,60.75286,,80.48092,,,,,,,
,60.60212,,81.23796,,,,,,,
,60.08966,,81.57428,,,,,,,
,59.72881,,81.15382,,,,,,,
,59.3678,,80.73318,,,,,,,
,59.00622,,80.31187,,,,,,,
,58.64578,,79.33939,,,,,,,
,58.64582,,78.78799,,,,,,,
,58.64586,,78.23634,,,,,,,
,58.6459,,77.68382,,,,,,,
,58.52784,,77.56331,,,,,,,
,58.40993,,77.99298,,,,,,,
,58.29197,,78.42284,,,,,,,
,58.17382,,78.85336,,,,,,,
,58.56911,,79.1362,,,,,,,
,59.0814,,78.98991,,,,,,,
,59.59392,,78.84355,,,,,,,
,60.10723,,78.69697,,,,,,,
,60.64247,,78.13892,,,,,,,
,60.66565,,77.72766,,,,,,,
,60.6889,,77.31541,,,,,,,
,60.71209,,76.90416,,,,,,,
,60.96762,,76.67607,,,,,,,
,61.19968,,76.85886,,,,,,,
,61.43231,,77.04208,,,,,,,
,61.66437,,77.22486,,,,,,,
,61.65318,,77.68275,,,,,,,
,61.40976,,77.95815,,,,,,,
,61.16672,,78.23312,,,,,,,
,60.92379,,78.50797,,,,,,,
,60.69691,,78.93163,,,,,,,
,60.71296,,79.0806,,,,,,,
,60.72897,,79.22935,,,,,,,
,60.74499,,79.37802,,,,,,,
,60.73447,,79.63558,,,,,,,
,60.70792,,79.74458,,,,,,,
,60.6814,,79.85342,,,,,,,
,60.6549,,79.96219,,,,,,,
,60.91046,,80.14095,,,,,,,
,61.19291,,80.211,,,,,,,
,61.47493,,80.28093,,,,,,,
,61.75681,,80.35084,,,,,,,
,62.09415,,80.33496,,,,,,,
,62.14934,,80.24937,,,,,,,
,62.20455,,80.16374,,,,,,,
,62.25974,,80.07815,,,,,,,
,62.48914,,79.93406,,,,,,,
,62.66291,,79.87575,,,,,,,
,62.83675,,79.81741,,,,,,,
,63.01052,,79.7591,,,,,,,
,63.34555,,79.9099,,,,,,,
,63.50634,,80.11859,,,,,,,
,63.6672,,80.32738,,,,,,,
,63.828,,80.53608,,,,,,,
,63.9316,,80.88129,,,,,,,
,63.87439,,81.01736,,,,,,,
,63.81715,,81.15347,,,,,,,
,63.75983,,81.2898,,,,,,,
,63.76561,,81.33913,,,,,,,
,63.82842,,81.25268,,,,,,,
,63.89126,,81.1662,,,,,,,
,63.9542,,81.07958,,,,,,,
,63.64512,,80.91959,,,,,,,
,63.2739,,80.84611,,,,,,,
,62.90252,,80.77258,,,,,,,
,62.53055,,80.69896,,,,,,,
,62.38981,,80.2384,,,,,,,
,62.61969,,79.85187,,,,,,,
,62.84967,,79.46516,,,,,,,
,63.08002,,79.07786,,,,,,,
,63.22457,,78.30634,,,,,,,
,63.13947,,77.92168,,,,,,,
,63.05416,,77.53609,,,,,,,
,62.96906,,77.15143,,,,,,,
,63.03463,,77.31882,,,,,,,
,63.18509,,77.87006,,,,,,,
,63.3359,,78.42264,,,,,,,
,63.48635,,78.97387,,,,,,,
,63.49333,,80.1221,,,,,,,
,63.34974,,80.71974,,,,,,,
,63.20638,,81.31647,,,,,,,
,63.06307,,81.91292,,,,,,,
,62.83036,,82.44993,,,,,,,
,62.74083,,82.39043,,,,,,,
,62.65145,,82.33105,,,,,,,
,62.56211,,82.27168,,,,,,,
,62.94016,,82.45705,,,,,,,
,63.40815,,82.70211,,,,,,,
,63.8754,,82.94678,,,,,,,
,64.34245,,83.19135,,,,,,,
,65.00527,,83.71975,,,,,,,
,65.20119,,84.00389,,,,,,,
,65.3968,,84.2876,,,,,,,
,65.59232,,84.57117,,,,,,,
,65.92122,,84.76641,,,,,,,
,66.05419,,84.67816,,,,,,,
,66.18721,,84.58987,,,,,,,
,66.32018,,84.50163,,,,,,,
,66.01642,,84.08144,,,,,,,
,65.5806,,83.75033,,,,,,,
,65.14461,,83.41907,,,,,,,
,64.70879,,83.08795,,,,,,,
,63.96946,,82.08475,,,,,,,
,63.66691,,81.41433,,,,,,,
,63.36423,,80.74361,,,,,,,
,63.06107,,80.07185,,,,,,,
,62.54403,,79.14966,,,,,,,
,62.32963,,78.89766,,,,,,,
,62.11515,,78.64555,,,,,,,
,61.90032,,78.39304,,,,,,,
,61.62975,,78.57069,,,,,,,
,61.57348,,78.99933,,,,,,,
,61.51719,,79.42816,,,,,,,
,61.4608,,79.85767,,,,,,,
,61.77887,,80.36694,,,,,,,
,62.15255,,80.44775,,,,,,,
,62.5264,,80.5286,,,,,,,
,62.90083,,80.60958,,,,,,,
,63.31656,,80.53121,,,,,,,
,63.35878,,80.37231,,,,,,,
,63.40102,,80.21332,,,,,,,
,63.44332,,80.0541,,,,,,,
,63.69791,,80.19609,,,,,,,
,63.91002,,80.49651,,,,,,,
,64.12264,,80.79767,,,,,,,
,64.33475,,81.0981,,,,,,,
,64.57347,,81.43906,,,,,,,
,64.60017,,81.47972,,,,,,,
,64.62682,,81.52032,,,,,,,
,64.65345,,81.56091,,,,,,,
,64.85087,,81.2253,,,,,,,
,65.02181,,80.84876,,,,,,,
,65.1925,,80.47281,,,,,,,
,65.36311,,80.09702,,,,,,,
,65.42184,,79.6062,,,,,,,
,65.30985,,79.49105,,,,,,,
,65.19803,,79.37608,,,,,,,
,65.08627,,79.26116,,,,,,,
,64.53249,,79.42366,,,,,,,
,64.08994,,79.70145,,,,,,,
,63.64808,,79.97881,,,,,,,
,63.20641,,80.25605,,,,,,,
,62.43324,,80.97591,,,,,,,
,62.1014,,81.41907,,,,,,,
,61.77008,,81.86156,,,,,,,
,61.43891,,82.30383,,,,,,,
,61.02875,,83.14114,,,,,,,
,60.95011,,83.53501,,,,,,,
,60.87143,,83.92904,,,,,,,
,60.79279,,84.32291,,,,,,,
,60.91573,,84.58784,,,,,,,
,61.11691,,84.45894,,,,,,,
,61.31817,,84.32998,,,,,,,
,61.51935,,84.20108,,,,,,,
,62.12888,,84.03654,,,,,,,
,62.53621,,84.00108,,,,,,,
,62.94373,,83.96559,,,,,,,
,63.35189,,83.93005,,,,,,,
,63.89457,,84.53011,,,,,,,
,64.03006,,85.16438,,,,,,,
,64.16561,,85.79894,,,,,,,
,64.30138,,86.43448,,,,,,,
,64.67052,,87.51296,,,,,,,
,64.90387,,87.95695,,,,,,,
,65.13733,,88.40113,,,,,,,
,65.37115,,88.84601,,,,,,,
,65.95434,,89.19814,,,,,,,
,66.30377,,89.10676,,,,,,,
,66.65336,,89.01532,,,,,,,
,67.00349,,88.92375,,,,,,,
,67.60017,,88.24299,,,,,,,
,67.84726,,87.6544,,,,,,,
,68.09446,,87.06558,,,,,,,
,68.34204,,86.47582,,,,,,,
,68.47848,,85.43268,,,,,,,
,68.36806,,84.97845,,,,,,,
,68.25738,,84.52314,,,,,,,
,68.14697,,84.06892,,,,,,,
,68.19357,,83.54721,,,,,,,
,68.3507,,83.47955,,,,,,,
,68.50758,,83.41201,,,,,,,
,68.66439,,83.34449,,,,,,,
,68.65247,,82.87318,,,,,,,
,68.48356,,82.46896,,,,,,,
,68.31493,,82.06537,,,,,,,
,68.14636,,81.66196,,,,,,,
,68.06424,,80.86435,,,,,,,
,68.15081,,80.46969,,,,,,,
,68.23724,,80.07566,,,,,,,
,68.32363,,79.68179,,,,,,,
,67.88093,,79.29365,,,,,,,
,67.3511,,79.29945,,,,,,,
,66.8221,,79.30526,,,,,,,
,66.29333,,79.31106,,,,,,,
,65.6497,,78.90543,,,,,,,
,65.53487,,78.49339,,,,,,,
,65.42023,,78.08199,,,,,,,
,65.30563,,77.67077,,,,,,,
,65.34765,,77.19476,,,,,,,
,65.50396,,77.13034,,,,,,,
,65.66034,,77.0659,,,,,,,
,65.81666,,77.00148,,,,,,,
,65.38638,,77.60818,,,,,,,
,64.80095,,78.27789,,,,,,,
,64.21527,,78.94788,,,,,,,
,63.62984,,79.61758,,,,,,,
,62.7395,,80.19933,,,,,,,
,62.43569,,80.11097,,,,,,,
,62.13175,,80.02258,,,,,,,
,61.82734,,79.93404,,,,,,,
,61.18737,,79.47015,,,,,,,
,60.85154,,79.09521,,,,,,,
,60.51555,,78.72011,,,,,,,
,60.17905,,78.34442,,,,,,,
,60.45986,,78.26236,,,,,,,
,61.07518,,78.55444,,,,,,,
,61.69077,,78.84664,,,,,,,
,62.30732,,79.1393,,,,,,,
,62.8992,,79.95457,,,,,,,
,62.87621,,80.47716,,,,,,,
,62.85321,,80.99998,,,,,,,
,62.83017,,81.52362,,,,,,,
,62.72753,,82.05499,,,,,,,
,62.64798,,82.06403,,,,,,,
,62.56824,,82.07308,,,,,,,
,62.48869,,82.08212,,,,,,,
,62.40318,,81.46395,,,,,,,
,62.39719,,80.83752,,,,,,,
,62.3912,,80.20957,,,,,,,
,62.38521,,79.58314,,,,,,,
,62.62821,,78.65438,,,,,,,
,62.87742,,78.35165,,,,,,,
,63.12624,,78.04938,,,,,,,
,63.37495,,77.74725,,,,,,,
,63.92263,,78.05746,,,,,,,
,64.22194,,78.67045,,,,,,,
,64.52078,,79.28249,,,,,,,
,64.81949,,79.89425,,,,,,,
,64.88998,,81.10143,,,,,,,
,64.66145,,81.6975,,,,,,,
,64.43327,,82.29264,,,,,,,
,64.2052,,82.88753,,,,,,,
,64.17035,,83.14938,,,,,,,
,64.3639,,82.81573,,,,,,,
,64.55714,,82.48259,,,,,,,
,64.75031,,82.1496,,,,,,,
,64.71722,,81.21191,,,,,,,
,64.49144,,80.60884,,,,,,,
,64.26556,,80.00551,,,,,,,
,64.03977,,79.40244,,,,,,,
,64.06509,,78.33811,,,,,,,
,64.31576,,77.87827,,,,,,,
,64.56652,,77.41822,,,,,,,
,64.81718,,76.95837,,,,,,,
,64.8346,,76.72783,,,,,,,
,64.60167,,76.95699,,,,,,,
,64.36863,,77.18623,,,,,,,
,64.1357,,77.41539,,,,,,,
,63.76757,,78.26832,,,,,,,
,63.63285,,78.89065,,,,,,,
,63.49808,,79.51327,,,,,,,
,63.36309,,80.13685,,,,,,,
,62.97778,,80.76253,,,,,,,
,62.7275,,80.76645,,,,,,,
,62.47712,,80.77037,,,,,,,
,62.22635,,80.7743,,,,,,,
,61.84192,,80.90648,,,,,,,
,61.70778,,81.03453,,,,,,,
,61.57359,,81.16263,,,,,,,
,61.43918,,81.29094,,,,,,,
,61.34062,,81.70185,,,,,,,
,61.37606,,81.98438,,,,,,,
,61.41152,,82.26701,,,,,,,
,61.44703,,82.55011,,,,,,,
,61.59553,,82.94057,,,,,,,
,61.70845,,83.0485,,,,,,,
,61.82164,,83.1567,,,,,,,
,61.93456,,83.26463,,,,,,,
,62.23452,,83.22313,,,,,,,
,62.42138,,83.07391,,,,,,,
,62.60868,,82.92433,,,,,,,
,62.79554,,82.77512,,,,,,,
,63.24052,,82.64655,,,,,,,
,63.49894,,82.66721,,,,,,,
,63.75694,,82.68782,,,,,,,
,64.01483,,82.70843,,,,,,,
,64.12082,,82.78589,,,,,,,
,63.96874,,82.8428,,,,,,,
,63.81689,,82.89963,,,,,,,
,63.66511,,82.95643,,,,,,,
,63.79408,,82.54183,,,,,,,
,64.0752,,82.06982,,,,,,,
,64.35589,,81.59853,,,,,,,
,64.63646,,81.12746,,,,,,,
,64.68773,,80.52453,,,,,,,
,64.458,,80.39263,,,,,,,
,64.22865,,80.26096,,,,,,,
,63.99939,,80.12932,,,,,,,
,63.52731,,80.20882,,,,,,,
,63.28519,,80.41949,,,,,,,
,63.04296,,80.63026,,,,,,,
,62.80085,,80.84094,,,,,,,
,62.30401,,81.18362,,,,,,,
,62.05002,,81.31518,,,,,,,
,61.79591,,81.44681,,,,,,,
,61.54192,,81.57837,,,,,,,
,61.68951,,81.49687,,,,,,,
,62.09045,,81.28414,,,,,,,
,62.49158,,81.07133,,,,,,,
,62.89333,,80.85818,,,,,,,
,63.51506,,80.42271,,,,,,,
,63.73582,,80.20016,,,,,,,
,63.95668,,79.97751,,,,,,,
,64.17789,,79.75452,,,,,,,
,64.1097,,79.88649,,,,,,,
,63.82145,,80.24018,,,,,,,
,63.53308,,80.59403,,,,,,,
,63.24425,,80.94843,,,,,,,
,62.63502,,81.57948,,,,,,,
,62.31434,,81.85665,,,,,,,
,61.99352,,82.13393,,,,,,,
,61.6722,,82.41166,,,,,,,
,61.04467,,82.75895,,,,,,,
,60.73807,,82.82913,,,,,,,
,60.43133,,82.89934,,,,,,,
,60.12412,,82.96966,,,,,,,
,59.52135,,83.18424,,,,,,,
,59.22545,,83.32848,,,,,,,
,58.92882,,83.47309,,,,,,,
,58.63291,,83.61733,,,,,,,
,57.81497,,83.41434,,,,,,,
,57.29241,,83.06685,,,,,,,
,56.77067,,82.71989,,,,,,,
,56.24916,,82.37309,,,,,,,
,56.21896,,81.64231,,,,,,,
,56.71072,,81.25792,,,,,,,
,57.20172,,80.87411,,,,,,,
,57.6925,,80.49049,,,,,,,
,58.49936,,80.23174,,,,,,,
,58.81577,,80.35679,,,,,,,
,59.1317,,80.48166,,,,,,,
,59.44748,,80.60647,,,,,,,
,59.98088,,80.62279,,,,,,,
,60.19873,,80.51413,,,,,,,
,60.41623,,80.40564,,,,,,,
,60.63364,,80.2972,,,,,,,
,60.41861,,80.20305,,,,,,,
,59.98544,,80.2174,,,,,,,
,59.55294,,80.23174,,,,,,,
,59.12064,,80.24606,,,,,,,
,58.31614,,80.25697,,,,,,,
,57.94506,,80.25356,,,,,,,
,57.57381,,80.25014,,,,,,,
,57.20272,,80.24674,,,,,,,
,56.83989,,79.76897,,,,,,,
,56.84838,,79.29565,,,,,,,
,56.85686,,78.82214,,,,,,,
,56.86535,,78.34882,,,,,,,
,57.08225,,77.65983,,,,,,,
,57.29024,,77.44499,,,,,,,
,57.49831,,77.23006,,,,,,,
,57.70671,,77.0148,,,,,,,
,58.51088,,77.22723,,,,,,,
,59.10615,,77.65349,,,,,,,
,59.70168,,78.07993,,,,,,,
,60.29815,,78.50704,,,,,,,
,60.97118,,79.54816,,,,,,,
,61.04932,,80.16231,,,,,,,
,61.12748,,80.77673,,,,,,,
,61.20577,,81.39211,,,,,,,
,61.06231,,82.07244,,,,,,,
,60.84111,,82.13894,,,,,,,
,60.61982,,82.20547,,,,,,,
,60.39819,,82.27209,,,,,,,
,59.85505,,82.1475,,,,,,,
,59.53345,,81.9567,,,,,,,
,59.21171,,81.76582,,,,,,,
,58.88946,,81.57465,,,,,,,
,58.4889,,81.04266,,,,,,,
,58.40991,,80.70184,,,,,,,
,58.33073,,80.36016,,,,,,,
,58.25175,,80.01933,,,,,,,
,58.2579,,79.43909,,,,,,,
,58.3431,,79.19939,,,,,,,
,58.42816,,78.96007,,,,,,,
,58.51318,,78.72086,,,,,,,
,58.85661,,78.67159,,,,,,,
,59.11529,,78.86175,,,,,,,
,59.37357,,79.05161,,,,,,,
,59.63174,,79.24138,,,,,,,
,60.15331,,79.48833,,,,,,,
,60.41701,,79.54556,,,,,,,
,60.68029,,79.60271,,,,,,,
,60.94347,,79.65983,,,,,,,
,61.24579,,79.59889,,,,,,,
,61.28493,,79.48067,,,,,,,
,61.32401,,79.36264,,,,,,,
,61.36306,,79.24465,,,,,,,
,61.33222,,79.03859,,,,,,,
,61.2622,,78.95043,,,,,,,
,61.19228,,78.86241,,,,,,,
,61.1224,,78.77443,,,,,,,
,60.76712,,78.78279,,,,,,,
,60.48243,,78.87895,,,,,,,
,60.19761,,78.97516,,,,,,,
,59.91291,,79.07132,,,,,,,
,59.66224,,79.39498,,,,,,,
,59.69641,,79.62192,,,,,,,
,59.73059,,79.84896,,,,,,,
,59.76476,,80.0759,,,,,,,
,59.91065,,80.5552,,,,,,,
,60.02213,,80.80687,,,,,,,
,60.13365,,81.05864,,,,,,,
,60.24535,,81.31081,,,,,,,
,60.41718,,81.56462,,,,,,,
,60.47755,,81.56701,,,,,,,
,60.53793,,81.5694,,,,,,,
,60.59841,,81.57179,,,,,,,
,60.95996,,81.20486,,,,,,,
,61.26069,,80.83617,,,,,,,
,61.56156,,80.46731,,,,,,,
,61.8629,,80.09788,,,,,,,
,62.18865,,79.45374,,,,,,,
,62.21383,,79.17847,,,,,,,
,62.23902,,78.9031,,,,,,,
,62.26424,,78.62729,,,,,,,
,62.72582,,78.61276,,,,,,,
,63.16165,,78.87302,,,,,,,
,63.59853,,79.13392,,,,,,,
,64.03436,,79.39417,,,,,,,
,64.45021,,79.97555,,,,,,,
,64.4304,,80.29636,,,,,,,
,64.41055,,80.61797,,,,,,,
,64.39073,,80.93878,,,,,,,
,64.5598,,81.2997,,,,,,,
,64.74886,,81.33987,,,,,,,
,64.93761,,81.38,,,,,,,
,65.12629,,81.4201,,,,,,,
,65.24923,,81.82964,,,,,,,
,65.18341,,82.19948,,,,,,,
,65.11771,,82.56873,,,,,,,
,65.05202,,82.93784,,,,,,,
